RM,unit,Branch, December , 12th jan , 19th jan , 26th jan , January , WK1 FEB , WK1 FEB2 , WK1 FEB3 , WK1 FEB4 , WK1 mar 
RM 2,Branch Banking,Mombasa,1045,1045,1045,1045,1045,1045,1045,1045,1045,1045
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046
RM 3,Branch Banking,Eldoret,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040
RM 1,Branch Banking,Milimani,56780,56780,56780,56780,56180,56180,56180,56180,55580,55580
RM 2,Branch Banking,Mombasa,1049,1049,1049,1049,1049,1049,1049,1049,1049,1049
RM 1,Branch Banking,Milimani,54375,54375,54375,54375,53775,53775,53775,53775,53175,53175
RM 3,Branch Banking,Eldoret,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,1043,1043,1043,1043,1043,1043,1043,1043,1043,1043
RM 2,Branch Banking,Mombasa,82033,22033,22033,42033,41433,190833,40833,220833,90233,160233
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025
RM 1,Branch Banking,Milimani,1024,1798,1798,1798,1798,60408,1798,1798,1798,1798
RM 6,Institutional Banking,Milimani,1025,1025,1025,1025,1025,1025,1025,1025,1025,1025
RM 13,Branch Banking,Industrial Area,1027,1027,1027,1027,1027,1027,1027,1027,1027,1027
RM 13,Branch Banking,Industrial Area,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024
RM 3,Branch Banking,Eldoret,1021,1021,1021,1021,1021,1021,1021,1021,1021,1021
RM 2,Branch Banking,Mombasa,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
RM 2,Branch Banking,Mombasa,176806,176806,246806,246806,246806,246806,926806,279273,2987707,433949
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
RM 3,Branch Banking,Eldoret,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
RM 1,Branch Banking,Milimani,1801,235,235,235,55,70103,500,500,140,140
RM 3,Branch Banking,Eldoret,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017
RM 2,Branch Banking,Mombasa,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017
RM 3,Branch Banking,Eldoret,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024
RM 2,Branch Banking,Mombasa,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
RM 8 ,Corporate Sales,Milimani,40380,40380,40380,40380,39780,39780,39780,39780,39180,39180
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,40238,40238,40238,40238,39638,39638,39638,39638,39038,39038
RM 3,Branch Banking,Eldoret,1412547,1498484,1522324,1565994,1598469,1659864,1699914,1726309,27559,85124
RM 7,Corporate Sales,Milimani,39625,39625,39625,39625,39025,39025,39025,39025,38425,38425
RM 13,Branch Banking,Industrial Area,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026
RM 3,Branch Banking,Eldoret,1000,400,1000,1000,1000,400,1000,1000,1000,1000
RM 2,Branch Banking,Mombasa,900000,900000,900000,916390,916390,916390,916390,916390,916390,916390
RM 7,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 7,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 7,Corporate Sales,Milimani,    ,    ,    ,4584277,6918315,8118315,8118315,3467715,2667115,179215
RM 3,Branch Banking,Eldoret,6055,6055,6055,6055,6055,6055,6055,6055,6055,6055
RM 3,Branch Banking,Eldoret,1018,1018,1018,1018,1018,1018,1018,1018,1018,1018
RM 2,Branch Banking,Mombasa,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023
RM 3,Branch Banking,Eldoret,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017
RM 1,Branch Banking,Milimani,38943,38943,38943,38943,38343,38343,38343,38343,37743,37743
RM 2,Branch Banking,Mombasa,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001
RM 2,Branch Banking,Mombasa,363,363,363,363,363,363,363,363,363,100363
RM 2,Branch Banking,Mombasa,1845,1845,2843,2843,2843,2843,2819,2819,2819,2819
RM 9,Corporate Banking,Milimani,38456,38456,38456,38456,37856,37856,37856,37856,37256,37256
RM 3,Branch Banking,Eldoret,994,994,994,994,994,994,994,994,994,994
RM 3,Branch Banking,Eldoret,994,994,994,994,994,994,994,994,994,994
RM 3,Branch Banking,Eldoret,994,994,994,994,994,994,994,994,994,994
RM 3,Branch Banking,Eldoret,989,989,989,989,989,989,989,989,989,989
RM 3,Branch Banking,Eldoret,31741,31741,31741,31741,31141,31141,31141,31141,30541,30541
RM 2,Branch Banking,Mombasa,991,991,991,991,991,991,991,991,991,991
RM 7,Corporate Sales,Milimani,28275,28275,28275,28275,27675,27675,27675,27675,27075,27075
RM 3,Branch Banking,Eldoret,980,980,980,980,980,980,980,980,980,980
RM 3,Branch Banking,Eldoret,979,979,979,979,979,979,979,979,979,979
RM 3,Branch Banking,Eldoret,980,980,980,980,980,980,980,980,980,980
RM 2,Branch Banking,Mombasa,978,978,978,978,978,978,978,978,978,978
RM 1,Branch Banking,Milimani,26250,26250,26250,26250,25650,25650,25650,25650,25050,25050
RM 2,Branch Banking,Mombasa,974,974,974,974,974,974,974,974,974,974
RM 1,Branch Banking,Milimani,27017,27017,27017,27017,26417,26417,26417,26417,25817,25817
RM 3,Branch Banking,Eldoret,10758,67,67,475,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,949,949,949,949,949,949,949,949,949,949
RM 1,Branch Banking,Milimani,5905,839,839,5839,1773,641,641,641,3009,2943
RM 3,Branch Banking,Eldoret,950,950,950,950,950,950,950,950,950,950
RM 3,Branch Banking,Eldoret,25705,25705,25705,25705,25105,25105,25105,25105,24505,24505
RM 1,Branch Banking,Milimani,23458,23458,23458,23458,22858,22858,22858,22858,22258,22258
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,1642,1642,1842,1842,1842,2142,2142,2142,2142,2142
RM 2,Branch Banking,Mombasa,925,925,925,925,925,925,925,925,925,925
RM 3,Branch Banking,Eldoret,918,918,918,918,918,918,918,918,918,918
RM 2,Branch Banking,Mombasa,6,6,6,6,6,6,6,6,6,6
RM 8 ,Corporate Sales,Milimani,191344,141344,141344,344,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,874,874,874,874,874,874,874,874,874,874
RM 2,Branch Banking,Mombasa,873,873,873,873,873,873,873,873,873,873
RM 2,Branch Banking,Mombasa,21588,21588,21588,21588,20988,20988,20988,20988,20388,20388
RM 3,Branch Banking,Eldoret,870,870,870,870,870,870,870,870,870,870
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,862,862,862,862,862,862,862,862,862,862
RM 3,Branch Banking,Eldoret,860,860,860,860,860,860,860,860,860,860
RM 2,Branch Banking,Mombasa,855,855,855,855,855,855,855,855,855,855
RM 3,Branch Banking,Eldoret,1532,1532,1532,1532,1532,1030,27,27,27,27
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,845,845,845,845,845,845,845,845,845,845
RM 3,Branch Banking,Eldoret,839,839,839,839,839,839,839,839,839,839
RM 13,Branch Banking,Industrial Area,840,840,840,840,840,840,840,840,840,840
RM 3,Branch Banking,Eldoret,19740,19740,19740,19740,19140,19140,19140,19140,18540,18540
RM 3,Branch Banking,Eldoret,836,836,836,836,836,836,836,836,836,836
RM 13,Branch Banking,Industrial Area,832,832,832,832,832,832,832,832,832,832
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,824,824,824,824,824,824,824,824,824,824
RM 3,Branch Banking,Eldoret,826,826,826,826,826,826,826,826,826,826
RM 13,Branch Banking,Industrial Area,825,825,825,825,825,825,825,825,825,825
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,818,818,818,818,818,818,818,818,818,818
RM 2,Branch Banking,Mombasa,821,821,821,821,821,821,821,821,821,821
RM 7,Corporate Sales,Milimani,18086,18086,18086,18086,17486,17486,17486,17486,16886,16886
RM 3,Branch Banking,Eldoret,3624,3624,3624,3624,3012,3012,3112,1112,    ,631
RM 3,Branch Banking,Eldoret,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
RM 2,Branch Banking,Mombasa,17290,17290,17290,17290,16690,16690,16690,16690,16090,16090
RM 3,Branch Banking,Eldoret,802,802,802,802,802,802,802,802,802,802
RM 3,Branch Banking,Eldoret,802,802,802,802,802,802,802,802,802,802
RM 8 ,Corporate Sales,Milimani,16431,16431,16431,16431,15831,15831,15831,15831,15231,15231
RM 13,Branch Banking,Industrial Area,533,533,533,533,533,533,533,533,533,533
RM 3,Branch Banking,Eldoret,226,226,229,229,229,228,227,228,228,392
STAFF,Staff,Eldoret,793,793,793,793,793,793,793,793,793,793
RM 1,Branch Banking,Milimani,14233,14233,14233,14233,13633,13633,13633,13633,13033,13033
RM 3,Branch Banking,Eldoret,772,772,772,772,772,772,772,772,772,772
RM 2,Branch Banking,Mombasa,772,772,772,772,772,772,772,772,772,772
RM 2,Branch Banking,Mombasa,771,771,771,771,771,771,771,771,771,771
RM 3,Branch Banking,Eldoret,767,767,767,767,767,767,767,767,767,767
RM 2,Branch Banking,Mombasa,752,752,752,752,752,752,752,752,752,752
RM 2,Branch Banking,Mombasa,756,756,756,756,756,756,756,756,756,756
RM 13,Branch Banking,Industrial Area,744,744,744,744,744,744,744,744,744,744
RM 3,Branch Banking,Eldoret,744,744,744,744,744,744,744,744,744,744
RM 3,Branch Banking,Eldoret,743,743,743,743,743,743,743,743,743,743
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,2233,2233,2233,3233,3233,5483,5483,5483,4480,5480
RM 3,Branch Banking,Eldoret,737,737,737,737,737,737,737,737,737,50024
STAFF,Staff,Milimani,28,28,28,28,28,28,128,8,8,8
RM 3,Branch Banking,Eldoret,724,724,724,724,724,724,724,724,724,724
RM 3,Branch Banking,Eldoret,722,722,722,722,722,722,722,722,722,722
RM 3,Branch Banking,Eldoret,728,728,728,728,728,728,728,728,728,728
RM 3,Branch Banking,Eldoret,723,723,723,723,723,723,723,723,723,723
RM 2,Branch Banking,Mombasa,726,726,726,726,726,726,726,726,726,726
RM 3,Branch Banking,Eldoret,726,726,726,726,726,726,726,726,726,726
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,719,719,719,719,719,719,719,719,719,719
RM 1,Branch Banking,Milimani,23350,23350,23350,25102,24502,24502,24502,24526,23926,23926
RM 13,Branch Banking,Industrial Area,255,255,255,255,255,255,255,255,255,255
RM 13,Branch Banking,Industrial Area,255,255,255,255,255,255,255,255,255,255
RM 3,Branch Banking,Eldoret,714,714,714,714,714,714,714,714,714,714
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,703,703,703,703,703,703,703,703,703,703
RM 2,Branch Banking,Mombasa,709,709,709,709,709,709,709,709,709,709
RM 2,Branch Banking,Mombasa,703,703,703,703,703,703,703,703,703,703
RM 3,Branch Banking,Eldoret,709,709,709,709,709,709,709,709,709,709
RM 3,Branch Banking,Eldoret,708,708,708,708,708,708,708,708,708,708
RM 2,Branch Banking,Mombasa,707,707,707,707,707,707,707,707,707,707
RM 3,Branch Banking,Eldoret,703,703,703,703,703,703,703,703,703,703
RM 5,Corporate Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,702,702,702,702,702,702,702,702,702,702
RM 3,Branch Banking,Eldoret,696,696,696,696,696,696,696,696,696,696
RM 13,Branch Banking,Industrial Area,671,23666,10656,10656,12674,1167,662,662,1777,2907
RM 3,Branch Banking,Eldoret,698,698,698,698,698,698,698,698,698,698
RM 3,Branch Banking,Eldoret,692,692,692,692,692,692,692,692,692,692
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,694,694,694,694,694,694,694,694,694,694
RM 3,Branch Banking,Eldoret,687,687,687,687,687,687,687,687,687,687
RM 3,Branch Banking,Eldoret,686,686,686,686,686,686,686,686,686,686
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,5,5,5,5,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,683,683,683,683,683,683,683,683,683,683
RM 6,Institutional Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,684,684,684,684,684,684,684,684,684,684
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,683,683,683,683,683,683,683,683,683,683
RM 2,Branch Banking,Mombasa,373,373,373,373,373,373,373,373,373,373
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,664,664,664,664,664,664,664,664,664,664
RM 3,Branch Banking,Eldoret,663,663,663,663,663,663,663,663,663,663
RM 2,Branch Banking,Mombasa,11248,11248,11248,11248,10648,10648,10648,10648,10048,10048
RM 3,Branch Banking,Eldoret,656,656,656,656,656,656,656,656,656,656
RM 3,Branch Banking,Eldoret,651,651,651,651,651,651,651,651,651,651
RM 3,Branch Banking,Eldoret,650,650,650,37650,1099,1099,1099,1099,1099,1099
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,645,645,645,645,645,645,645,645,645,645
RM 13,Branch Banking,Industrial Area,641,641,641,641,641,641,641,641,641,641
RM 3,Branch Banking,Eldoret,643,643,643,643,643,643,643,643,643,643
RM 7,Corporate Sales,Milimani,12553,12553,12553,12553,11953,11953,11953,11953,11353,11353
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,640,640,640,640,640,640,640,640,640,640
RM 8 ,Corporate Sales,Milimani,639,639,639,639,639,639,639,639,639,639
RM 3,Branch Banking,Eldoret,639,639,639,639,639,639,639,639,639,639
RM 3,Branch Banking,Eldoret,633,633,633,633,633,633,633,633,633,633
RM 2,Branch Banking,Mombasa,9265,9265,9265,9265,8665,8665,8665,8665,8065,8065
RM 13,Branch Banking,Industrial Area,633,633,633,633,633,633,633,633,633,633
RM 13,Branch Banking,Industrial Area,629,629,629,629,629,629,629,629,629,629
RM 3,Branch Banking,Eldoret,626,626,626,626,626,626,626,626,626,626
RM 7,Corporate Sales,Milimani,629,629,629,629,629,629,629,629,629,629
RM 2,Branch Banking,Mombasa,616,616,616,616,616,616,616,616,616,616
RM 6,Institutional Banking,Milimani,7930,7930,7930,7930,7330,7330,7330,7330,6730,6730
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,625,625,625,625,625,625,625,625,625,625
RM 13,Branch Banking,Industrial Area,621,621,621,621,621,621,621,621,621,621
RM 13,Branch Banking,Industrial Area,620,620,620,620,620,620,620,620,620,620
RM 2,Branch Banking,Mombasa,623,623,623,623,623,623,623,623,623,623
RM 13,Branch Banking,Industrial Area,671,671,671,671,671,671,671,671,671,671
RM 6,Institutional Banking,Milimani,14,39948,10050,    ,    ,    ,4875,238,    ,    
RM 3,Branch Banking,Eldoret,614,614,614,614,614,614,614,614,614,614
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,698286,698286,697720,547588,547588,397522,397522,397522,153773,153773
RM 2,Branch Banking,Mombasa,615,615,615,615,615,615,615,615,615,615
RM 13,Branch Banking,Industrial Area,612,612,612,612,612,612,612,612,612,612
RM 9,Corporate Banking,Milimani,7270,7270,7270,7270,6670,6670,144670,89470,6070,6070
STAFF,Staff,Milimani,152,152,152,152,152,152,152,152,152,152
RM 3,Branch Banking,Eldoret,603,603,603,603,603,603,603,603,603,603
RM 1,Branch Banking,Milimani,607,607,607,607,607,607,607,607,607,607
RM 3,Branch Banking,Eldoret,603,603,603,603,603,603,603,603,603,603
RM 3,Branch Banking,Eldoret,6834,6834,6834,6834,6234,6234,6234,6234,5634,5634
RM 2,Branch Banking,Mombasa,17015,17015,17015,17015,16415,16415,16415,16415,15815,15815
RM 3,Branch Banking,Eldoret,597,597,597,597,597,597,597,597,597,597
RM 2,Branch Banking,Mombasa,602,602,602,602,602,602,602,602,602,602
RM 3,Branch Banking,Eldoret,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,601,601,601,601,601,601,601,601,601,601
RM 3,Branch Banking,Eldoret,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496
RM 3,Branch Banking,Eldoret,599,599,599,599,599,599,599,599,599,599
RM 3,Branch Banking,Eldoret,599,599,599,599,599,599,599,599,599,599
RM 3,Branch Banking,Eldoret,598,598,598,598,598,598,598,598,598,598
RM 3,Branch Banking,Eldoret,30171,30171,20105,20105,52105,45039,40073,108073,7001,2935
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,598,598,598,598,598,598,598,598,598,598
RM 7,Corporate Sales,Milimani,6349,6349,6349,6349,5749,5749,5749,5749,5149,5149
RM 2,Branch Banking,Mombasa,596,596,596,596,596,596,596,596,596,596
RM 3,Branch Banking,Eldoret,593,593,593,593,593,593,593,593,593,593
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,585,585,585,585,585,585,585,585,585,585
RM 5,Corporate Banking,Milimani,5315,5315,5315,5315,4715,4715,4715,4715,4115,4115
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,588,588,588,588,588,588,588,588,588,588
RM 2,Branch Banking,Mombasa,588,588,588,588,588,588,588,588,588,588
RM 2,Branch Banking,Mombasa,588,588,588,588,588,588,588,588,588,588
RM 2,Branch Banking,Mombasa,588,588,588,588,588,588,588,588,588,588
STAFF,Staff,Milimani,1,1,1,1,1,1,1,1,1,1
RM 2,Branch Banking,Mombasa,585,585,585,585,585,585,585,585,585,585
RM 3,Branch Banking,Eldoret,579,579,579,579,579,579,579,579,579,579
RM 3,Branch Banking,Eldoret,578,578,578,578,578,578,578,578,578,578
RM 3,Branch Banking,Eldoret,577,577,577,577,577,577,577,577,577,577
RM 3,Branch Banking,Eldoret,577,577,577,577,577,577,577,577,577,577
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,4917,4917,4917,4917,4317,4317,4317,4317,3717,3717
RM 3,Branch Banking,Eldoret,575,575,575,575,575,575,575,575,575,575
RM 6,Institutional Banking,Milimani,103989,103989,103989,48923,48323,40925,40925,40925,40325,40325
RM 3,Branch Banking,Eldoret,573,573,573,573,573,573,573,573,573,573
RM 3,Branch Banking,Eldoret,6258,6258,6258,14714,14714,25437,25437,25437,25437,25437
RM 3,Branch Banking,Eldoret,3583,3583,3583,3583,2983,6793,4470,4470,3870,3870
RM 9,Corporate Banking,Milimani,    ,    ,    ,    ,    ,25206,25206,25206,39246,39246
RM 13,Branch Banking,Industrial Area,566,566,566,566,566,566,566,566,566,566
RM 3,Branch Banking,Eldoret,145064,145064,145064,145064,145064,145064,2536,2536,2536,2536
RM 2,Branch Banking,Mombasa,1714,1714,1714,1714,1114,1114,1114,1114,514,514
RM 2,Branch Banking,Mombasa,561,561,561,561,561,561,561,561,561,561
RM 13,Branch Banking,Industrial Area,566,566,566,566,566,566,566,566,566,566
RM 13,Branch Banking,Industrial Area,563,563,563,563,563,563,563,563,563,563
RM 1,Branch Banking,Milimani,1600,1600,1600,1600,1000,1000,1000,1000,400,400
RM 3,Branch Banking,Eldoret,9025,10220,1015,7013,12130,5625,2668,1165,1603,12193
RM 2,Branch Banking,Mombasa,559,559,559,559,559,559,559,559,559,559
RM 2,Branch Banking,Mombasa,554,554,554,554,554,554,554,554,554,554
RM 3,Branch Banking,Eldoret,554,554,554,554,554,554,554,554,554,554
RM 13,Branch Banking,Industrial Area,532,532,529,529,537,537,537,534,522,522
RM 13,Branch Banking,Industrial Area,550,550,550,550,550,550,550,550,550,550
RM 2,Branch Banking,Mombasa,1020798,1020798,1020798,1020798,1020198,1020198,1020198,1020198,1019598,1019598
RM 1,Branch Banking,Milimani,1213,1213,1213,1213,253,253,253,253,    ,    
RM 7,Corporate Sales,Milimani,549,549,549,549,549,549,549,549,549,549
RM 1,Branch Banking,Milimani,281905,281905,281905,281905,281305,281305,281305,281305,280705,280705
RM 1,Branch Banking,Milimani,270108,270108,270108,270108,269508,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,237902,237902,237902,237902,237302,237302,237302,237302,236702,236702
RM 13,Branch Banking,Industrial Area,540,540,540,540,540,540,540,540,540,540
STAFF,Staff,Industrial Area,528,528,528,528,528,528,528,528,528,528
RM 13,Branch Banking,Industrial Area,1532,1532,1682,1682,1682,1832,1832,1832,1832,1932
RM 3,Branch Banking,Eldoret,527,527,527,527,527,527,527,527,527,527
RM 3,Branch Banking,Eldoret,527,527,527,527,527,527,527,527,527,527
RM 2,Branch Banking,Mombasa,523,523,523,523,523,523,523,523,523,523
